SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
533271,ASHOKA      ,B ,Q,227.65,233.00,226.95,229.50,229.50,229.10,872,748570,171459632.00,
533272,CEBBCO      ,B ,Q,15.65,15.90,15.60,15.60,15.60,16.40,27,22975,359011.00,
533273,OBEROI REAL ,A ,Q,491.55,493.90,479.60,483.50,483.50,495.35,1093,44922,21836845.00,
533274,PRESTIGE    ,A ,Q,298.90,298.90,292.05,294.30,294.30,298.80,179,4348,1279322.00,
533275,GYSCOAL     ,T ,Q,7.35,7.35,6.70,6.80,6.79,7.05,80,132898,904234.00,
533276,BSLIMITED   ,Z ,Q,1.10,1.11,1.09,1.09,1.10,1.14,63,151674,166511.00,
533278,COAL INDIA  ,A ,Q,269.60,273.00,268.60,270.35,270.35,271.70,1343,134417,36444519.00,
533281,TECHNO ELE  ,B ,Q,360.30,385.00,347.65,377.80,377.80,364.55,9074,52370,19346521.00,
533282,GRAVITA     ,B ,Q,162.00,164.80,159.60,160.50,162.00,165.45,425,27668,4468249.00,
533284,RPP INFRA   ,B ,Q,247.40,248.00,243.70,247.25,247.25,250.60,107,107284,26522848.00,
533285,RDB REALTY  ,X ,Q,45.60,45.60,42.05,44.95,44.95,43.75,9,8334,366742.00,
533286,MOIL LTD    ,A ,Q,193.00,198.35,191.65,194.40,194.40,195.35,952,81082,15888778.00,
533287,ZEE LEARN   ,B ,Q,36.60,37.20,36.00,36.45,36.90,37.15,547,88776,3241666.00,
533289,KESAR TERMI ,B ,Q,136.00,138.85,136.00,136.85,136.85,136.25,33,37514,5195297.00,
533292,A2ZINFRA    ,B ,Q,29.50,30.00,28.95,29.30,29.30,29.35,407,98304,2897596.00,
533293,KIRLOIL ENG ,B ,Q,352.15,360.00,340.05,350.60,340.05,353.60,58,522,184234.00,
533294,RAVI KUMAR  ,B ,Q,14.20,14.20,14.20,14.20,14.20,14.90,3,37,525.00,
533295,PUNJABNSIND ,B ,Q,36.20,36.50,35.20,35.75,35.75,36.20,79,11692,420382.00,
533296,FMNL        ,B ,Q,125.20,125.20,113.10,115.00,115.00,124.70,1024,56321,6595739.00,
533298,SURANASOL   ,B ,Q,13.46,13.94,13.25,13.37,13.25,13.80,55,20385,273251.00,
533301,SHEKHAWATI  ,T ,Q,0.44,0.44,0.44,0.44,0.44,0.46,9,46929,20648.00,
533302,KALYANI INV ,B ,Q,2374.00,2381.00,2360.00,2360.50,2360.95,2383.90,35,9036,21423871.00,
533303,BF INVEST   ,B ,Q,283.00,296.60,283.00,287.85,287.85,287.95,847,28538,8242456.00,
533305,SRS REAL    ,ST,Q,4.70,4.70,4.29,4.29,4.29,4.50,18,13100,56746.00,
533306,SUMMIT SECU ,B ,Q,730.00,733.00,727.00,731.70,730.70,730.90,21,288,210012.00,
533309,DALMIABHA   ,A ,Q,2828.00,2925.95,2804.90,2888.35,2885.00,2835.15,950,8213,23694367.00,
533315,INNO INVEST ,X ,Q,10.00,10.00,8.56,8.68,8.56,9.15,32,4374,39280.00,
533316,STEL        ,B ,Q,91.50,102.90,87.20,93.10,93.10,94.65,63,45470,4269566.00,
533317,OMKAR SPC   ,B ,Q,35.75,36.15,34.50,36.15,36.15,34.45,461,92899,3326728.00,
533320,JUBILNT IND ,B ,Q,174.30,177.50,170.75,172.85,172.80,171.75,45,1132,195756.00,
533321,BIL ENERGY  ,B ,Q,0.94,0.94,0.94,0.94,0.94,0.98,12,34430,32364.00,
533326,TEXMACO RAIL,A ,Q,86.50,87.05,85.50,85.80,85.80,86.60,238,35760,3077053.00,
533329,IND TERRAIN ,B ,Q,186.95,188.15,182.00,182.20,182.00,182.50,28,1561,287807.00,
533333,FINEOTEX  CH,B ,Q,62.00,64.90,61.10,62.80,62.80,62.55,1198,127813,8087368.00,
533336,DHUNINV     ,B ,Q,366.55,424.95,366.55,407.20,407.20,373.10,111,2447,961836.00,
533339,ZEN TECH    ,B ,Q,117.50,121.30,111.00,120.00,120.00,118.20,755,49704,5829721.00,
533343,LOVABLE     ,B ,Q,190.20,193.90,186.20,187.95,186.95,193.15,335,7728,1461610.00,
533344,PTCFIN SER  ,A ,Q,27.00,27.35,26.60,26.80,26.80,27.45,446,197759,5321436.00,
533385,N100        ,E ,Q,537.00,537.00,536.00,537.00,537.00,533.17,7,47,25236.00,
533389,SHILPI CABLE,B ,Q,8.34,8.95,8.32,8.33,8.32,8.75,136,44683,375976.00,
533393,TCI DEVELP  ,T ,Q,455.05,480.00,455.05,480.00,480.00,479.00,5,39,18370.00,
533398,MUTHOOT FIN ,A ,Q,387.55,398.30,381.95,389.05,388.00,387.55,1037,69801,27464337.00,
533400,FCONSUMER   ,A ,Q,54.50,56.75,54.10,55.50,55.50,54.45,3901,1069876,59266070.00,
533408,BSLGOLDETF  ,E ,Q,2820.00,2820.00,2820.00,2820.00,2820.00,2763.20,2,28,78960.00,
533411,SANGH FORG  ,B ,Q,33.50,33.50,30.05,30.90,30.90,30.80,17,640,19806.00,
533451,KARMA ENERG ,B ,Q,31.35,33.80,31.35,33.50,33.55,33.00,9,3152,99146.00,
533452,WEIZMANN FX ,B ,Q,1115.00,1221.75,1065.65,1116.60,1104.00,1124.95,222,3397,3784712.00,
533470,RUSHIL DECOR,B ,Q,788.95,820.00,783.30,813.70,819.85,814.20,35,606,493017.00,
533477,ENKEI WHEEL ,X ,Q,378.10,383.80,370.00,377.55,377.55,379.80,74,7049,2645101.00,
533482,KRIINFRA    ,B ,Q,106.15,106.85,104.00,105.30,105.40,106.20,413,40266,4243353.00,
533499,BGLOBAL     ,T ,Q,5.00,5.00,4.71,4.91,4.92,4.95,12,3311,15742.00,
533506,INVENTURE   ,T ,Q,20.05,21.30,20.05,20.05,20.05,21.10,94,179925,3784578.00,
533519,LNT FH      ,A ,Q,156.75,159.30,151.20,153.50,153.50,157.25,3319,487442,75399028.00,
533520,SORILHOLD   ,B ,Q,207.90,215.00,203.95,213.00,213.00,208.60,324,85291,18009148.00,
533525,HEALTHTECH  ,X ,Q,12.16,12.31,12.16,12.31,12.31,15.20,3,60,731.00,
533540,TREE HOUSE  ,B ,Q,10.70,10.95,10.10,10.30,10.11,10.62,41,9144,94732.00,
533543,BROOKS LABS ,B ,Q,84.00,86.95,83.00,84.15,84.15,85.00,156,16030,1365506.00,
533552,RUPA & CO   ,B ,Q,390.70,398.30,388.00,390.75,392.00,393.00,83,2289,900787.00,
533553,TD POWER    ,B ,Q,198.50,207.00,197.80,205.10,205.10,197.80,180,118473,23832052.00,
533569,SRS LIMITED ,B ,Q,1.11,1.11,1.03,1.04,1.04,1.06,114,210090,222991.00,
533570,AXISGOLD    ,E ,Q,2689.00,2689.00,2650.25,2650.25,2650.25,2675.00,3,6,15951.00,
533573,ALEM PHARMA ,A ,Q,540.00,545.50,525.30,533.70,533.70,539.80,388,10550,5668154.00,
533576,VASWANI IND ,B ,Q,15.35,15.65,14.00,15.15,15.20,15.60,279,30554,466839.00,
533581,PG ELECTRO  ,B ,Q,241.50,244.55,240.50,240.95,241.00,241.20,126,8269,2004113.00,
533605,PRAKASH CON ,B ,Q,6.72,6.99,6.68,6.68,6.68,7.03,121,129594,867045.00,
533608,RDB RASAYAN ,X ,Q,82.00,84.70,81.50,83.30,83.30,82.35,240,59013,4929239.00,
533629,TIJARIA PPL ,T ,Q,8.17,8.65,8.17,8.17,8.17,8.59,7,1819,14897.00,
533632,ONELIFE CAP ,B ,Q,22.65,22.65,21.95,21.95,21.95,21.75,3,400,8920.00,
533638,FLEXITUFF   ,B ,Q,62.00,62.00,57.70,59.00,59.00,60.25,26,4078,239660.00,
533644,UJAAS       ,B ,Q,16.50,17.00,16.05,16.55,16.45,16.50,349,147251,2427243.00,
533655,TRIVENITURB ,B ,Q,110.00,110.30,106.00,107.65,107.45,109.55,163,10251,1103111.00,
533676,INDO THAI   ,B ,Q,67.80,69.80,66.70,69.65,69.65,67.30,46,4755,322076.00,
533704,ESSAR SHIP  ,B ,Q,24.00,26.00,21.80,25.15,24.50,22.55,331,295807,7092227.00,
533719,IDBIGOLD    ,E ,Q,2806.00,2806.00,2806.00,2806.00,2806.00,2814.09,1,6,16836.00,
533758,APL APOLLO  ,B ,Q,1912.65,1950.00,1911.00,1942.25,1950.00,1938.90,72,337,651075.00,
533761,GPT INFRA   ,B ,Q,188.95,191.25,182.50,183.90,183.90,188.25,89,7152,1352894.00,
533896,FERVENTSYN  ,X ,Q,22.20,24.65,22.20,23.75,23.75,23.95,5,2148,47815.00,
533941,TSIL        ,T ,Q,15.95,15.95,15.95,15.95,15.95,16.75,1,101,1610.00,
533982,TERASOFTWARE,B ,Q,44.00,44.25,42.00,42.05,42.05,43.65,70,8382,363376.00,
534060,PMCFIN      ,X ,Q,0.48,0.48,0.46,0.46,0.46,0.48,136,471985,217457.00,
534063,FUT SOL     ,XT,Q,42.40,42.40,39.85,42.30,42.30,41.00,5,1477,61793.00,
534076,ORIENT REF  ,B ,Q,159.00,159.70,155.00,157.35,157.35,158.05,45,2556,405164.00,
534091,MCX LTD     ,A ,Q,759.20,773.00,752.00,762.45,762.45,765.95,1349,34250,26155008.00,
534139,SCHNEIDER   ,B ,Q,113.10,116.30,113.00,115.90,115.90,114.50,255,24727,2849706.00,
534184,NORL        ,B ,Q,4.00,4.10,3.95,3.99,4.03,4.01,90,48527,194124.00,
534190,OLYMPIC     ,X ,Q,8.99,9.00,7.25,7.86,7.82,8.99,53,16637,128762.00,
534309,NBCC        ,A ,Q,198.00,199.35,194.00,194.50,194.50,199.50,1871,202525,39747705.00,
534312,MT EDUCARE  ,B ,Q,70.00,72.40,70.00,70.50,70.10,70.00,45,46368,3251997.00,
534328,HEXATRADEX  ,T ,Q,42.35,43.95,42.35,43.70,43.90,43.55,14,12730,555842.00,
534338,MAXHEIGHTS  ,XT,Q,100.90,100.90,94.25,94.40,94.40,99.20,74,4692,463432.00,
534369,TBZ LTD     ,B ,Q,96.50,97.15,91.75,92.70,92.80,95.05,245,30449,2847231.00,
534392,VSSL        ,B ,Q,151.10,154.50,150.05,151.20,152.20,150.60,71,2531,386754.00,
534425,SPECIALITY R,B ,Q,129.20,131.50,128.00,128.45,128.20,129.30,117,45639,5895060.00,
534532,LYPSA GEMS  ,B ,Q,21.50,22.30,21.00,21.45,22.25,21.55,114,28456,616117.00,
534597,RTNINFRA    ,B ,Q,6.45,6.45,6.18,6.18,6.18,6.50,63,134927,838544.00,
534598,SEPOWER     ,B ,Q,7.90,8.48,7.79,8.48,8.48,8.20,5,1025,7999.00,
534600,JTL INFRA   ,X ,Q,157.00,157.00,150.15,152.75,152.00,157.25,30,2874,440149.00,
534612,AMTL        ,X ,Q,22.85,23.45,22.85,23.05,23.00,23.40,4,203,4709.00,
534615,NECC LTD    ,B ,Q,18.90,19.45,18.70,18.95,18.85,19.40,85,12626,240493.00,
534618,SANGAM ADV  ,X ,Q,31.65,33.25,31.60,31.60,31.60,33.25,54,32718,1053203.00,
534623,JUPITER INFO,X ,Q,75.05,75.05,72.00,73.00,73.00,72.90,10,1000,73812.00,
534639,VINAYAK POL ,X ,Q,13.08,13.73,13.08,13.73,13.73,13.08,12,3132,41129.00,
534659,JOINTECA ED ,MT,Q,8.03,8.03,8.03,8.03,8.03,7.65,1,8000,64240.00,
534674,DUCON       ,B ,Q,33.35,34.80,32.70,32.80,32.90,34.00,71,21277,717285.00,
534675,PROZONINTU  ,B ,Q,53.00,53.50,51.95,52.10,51.95,53.15,204,31098,1633428.00,
534680,SRG HFL     ,XT,Q,296.00,299.00,290.00,295.90,295.90,296.00,17,2601,761359.00,
534690,LAKSHMIVILAS,A ,Q,97.05,100.45,95.90,99.05,100.45,97.30,285,27280,2672478.00,
534691,COMFORT COM ,B ,Q,11.20,11.20,11.20,11.20,11.20,11.20,17,21870,244944.00,
534731,BRONZE INFRA,XT,Q,0.73,0.73,0.70,0.70,0.70,0.73,3,2585,1815.00,
534733,SUPREMEX    ,XT,Q,11.00,11.00,10.80,10.80,10.80,11.30,12,225000,2455180.00,
534734,RMCHEM      ,SS,Q,6.08,6.08,6.08,6.08,6.08,6.08,1,10,60.00,
534741,VIRTUAL GLO ,X ,Q,1.05,1.09,1.01,1.09,1.09,1.05,80,351514,378774.00,
534742,ZUARI AGRO  ,B ,Q,491.05,503.90,491.00,493.55,492.50,497.30,257,4828,2397285.00,
534748,STEEL EXCH  ,B ,Q,26.60,27.20,25.65,25.65,25.65,26.95,110,27831,725617.00,
534755,TRIO MERCAN ,X ,Q,12.10,12.50,12.05,12.50,12.50,12.28,47,180963,2197202.00,
534756,TARA JEWELS ,B ,Q,12.95,13.20,12.40,12.64,12.70,12.71,139,50724,642545.00,
534758,CIGNITI TECH,T ,Q,259.00,259.00,257.00,259.00,259.00,256.05,8,69,17801.00,
534804,CARERATING  ,A ,Q,1274.90,1296.00,1271.00,1272.20,1272.20,1270.55,180,1933,2468581.00,
534809,PC JEWELLER ,A ,Q,363.00,368.00,355.85,361.35,360.00,365.30,3702,357262,129349266.00,
534816,BH INFRATEL ,A ,Q,325.45,343.50,323.80,341.65,341.65,327.30,1793,111260,37732401.00,
534976,VMART       ,B ,Q,1875.00,1900.35,1848.90,1858.80,1870.05,1891.60,85,331,623710.00,
535141,SUNSTAR R   ,B ,Q,6.06,6.06,6.06,6.06,6.06,6.06,24,10000,60600.00,
535267,COM FINCAP  ,X ,Q,16.10,16.20,16.00,16.15,16.20,16.05,68,29920,481129.00,
535276,SBISENSEX   ,B ,Q,341.50,342.75,341.50,341.50,341.50,340.70,14,12289,4202682.00,
535322,REPCO HOME  ,A ,Q,560.00,570.80,560.00,565.30,562.00,563.35,253,5196,2937177.00,
535458,NRB IND BEA ,B ,Q,21.30,24.90,21.30,22.80,22.00,22.20,50,8889,205750.00,
535466,SRL         ,M ,Q,7.90,7.90,7.90,7.90,7.90,8.77,1,2400,18960.00,
535467,AIFL        ,B ,Q,453.00,458.95,452.05,453.90,453.90,452.55,94,4779,2170427.00,
535566,KIFS FSL    ,XT,Q,83.45,83.45,83.45,83.45,83.45,87.80,1,1200,100140.00,
535601,SREELEATHER ,B ,Q,235.00,235.90,230.95,234.30,235.90,231.65,45,2294,532862.00,
535602,SHARDA MOTOR,B ,Q,1939.60,2190.00,1875.00,1879.95,1875.00,1917.70,114,3788,7429146.00,
535620,BINNY MILLS ,X ,Q,243.00,246.40,230.85,236.00,236.00,243.00,12,441,106890.00,
535621,SV GLOBAL   ,X ,Q,98.65,106.55,98.40,105.00,105.00,101.50,29,2895,306184.00,
535647,OTML        ,M ,Q,13.00,13.00,13.00,13.00,13.00,13.00,2,20000,260000.00,
535648,JUSTDIAL    ,A ,Q,424.80,436.75,418.85,433.25,433.25,423.75,6543,508572,217525446.00,
535657,OONE        ,X ,Q,3.42,3.42,3.42,3.42,3.42,3.29,3,500,1710.00,
535658,PAWANSUT    ,X ,Q,3.02,3.32,3.02,3.30,3.30,3.17,38,21851,67528.00,
535693,BRAHM INFRA ,X ,Q,31.50,31.50,29.00,31.00,30.90,30.10,23,854,25469.00,
535694,EDSL        ,XT,Q,2.68,2.68,2.45,2.48,2.48,2.56,23,2475,6280.00,
535719,QUEST SOFTEC,X ,Q,3.78,3.78,3.78,3.78,3.78,3.60,4,1350,5103.00,
535730,KHOOBSURAT  ,ST,Q,0.20,0.20,0.20,0.20,0.20,0.21,10,52003,10400.00,
535754,ORIENT CEM  ,B ,Q,138.90,141.20,137.95,139.55,140.40,138.60,467,14438,2019333.00,
535755,ABFRL       ,A ,Q,137.00,141.00,135.30,139.55,140.20,138.90,514,27913,3852672.00,
535789,IBUL HSG FIN,A ,Q,1181.20,1202.95,1180.00,1198.45,1200.00,1187.40,673,18649,22310875.00,
536128,VKJINFRA    ,X ,Q,1.60,1.60,1.60,1.60,1.60,1.68,87,37767,60427.00,
536170,KUSHAL      ,T ,Q,146.40,146.40,146.40,146.40,146.40,154.10,39,5066,741662.00,
536264,TIGER LOGS  ,X ,Q,193.00,200.00,190.45,192.90,195.55,193.75,176,12283,2391353.00,
536493,JKAGRI GEN  ,X ,Q,1146.80,1146.80,1100.00,1117.45,1118.00,1132.30,52,1708,1912206.00,
536507,FUTLIF FAS  ,A ,Q,412.10,419.45,407.35,417.60,417.65,410.05,624,67623,28035102.00,
536592,SKFL        ,SS,Q,2.25,2.25,2.25,2.25,2.25,2.36,1,100,225.00,
536659,PVVINFRA    ,XT,Q,22.70,22.70,22.70,22.70,22.70,23.85,54,11013,249995.00,
536709,INDRENEW    ,X ,Q,13.00,13.00,13.00,13.00,13.00,13.55,1,60,780.00,
536738,STELLAR CAP ,M ,Q,4.54,4.54,4.54,4.54,4.54,4.77,2,12000,54480.00,
536751,FIVEXTRADE  ,X ,Q,0.93,0.93,0.92,0.92,0.92,0.89,5,12500,11595.00,
536773,JIN POLY INV,B ,Q,57.40,57.40,54.40,56.20,56.20,57.00,22,1367,76343.00,
536846,YURANUS INFR,XT,Q,11.78,11.78,11.78,11.78,11.78,12.40,1,10,117.00,
536868,INTEGRA TELE,X ,Q,56.00,56.00,51.30,51.30,51.30,54.00,10,19955,1115386.00,
536960,M100        ,B ,Q,20.35,20.75,20.35,20.74,20.74,20.58,3,75,1536.00,
536974,CAPTAIN POLY,X ,Q,164.70,164.70,148.15,152.75,152.75,156.80,47,3862,596780.00,
537007,NIFTYIWIN   ,B ,Q,103.80,104.60,103.80,104.28,104.13,104.22,19,841,87565.00,
537008,NIF100IWIN  ,B ,Q,110.25,110.35,109.80,109.80,109.80,110.04,7,34,3745.00,
537069,ARNOLD HOLD ,X ,Q,7.00,7.00,6.40,6.50,6.50,6.88,31,62846,412639.00,
537092,MODEX INT   ,XT,Q,42.50,42.50,42.50,42.50,42.50,43.00,55,4381,186192.00,
537119,TENTIMETAL  ,M ,Q,4.15,4.15,3.02,3.03,3.02,3.52,8,80000,263600.00,
537253,SUNIL HEALTH,X ,Q,66.00,74.95,66.00,71.25,71.40,70.15,19,1398,100024.00,
537254,RCI IND     ,B ,Q,160.00,161.90,155.15,156.10,156.10,161.50,370,31112,4908150.00,
537259,SUYOG TELE  ,B ,Q,355.00,355.00,355.00,355.00,355.00,360.00,1,30,10650.00,
537291,NATH BIOGEN ,B ,Q,409.00,427.00,405.00,425.55,425.55,412.75,260,102000,42879001.00,
537292,AGRI TECH   ,B ,Q,126.30,132.70,124.10,129.10,131.60,127.40,175,10708,1385777.00,
537524,VIAANINDUS  ,X ,Q,32.15,33.35,31.60,32.60,32.60,32.50,346,193877,6332270.00,
537536,DENIS CHEM  ,X ,Q,81.25,92.40,81.25,85.85,86.95,86.10,29,1886,157666.00,
537582,UNISHIRE    ,M ,Q,9.13,9.14,8.97,9.09,9.09,9.15,27,310000,2822000.00,
537708,KOTAKNIFTY  ,B ,Q,102.70,104.00,101.25,104.00,104.00,102.80,14,105,10819.00,
537750,KIRAN VYPAR ,X ,Q,148.00,151.60,148.00,149.20,149.25,147.90,21,1005,150412.00,
537766,BCP LTD     ,B ,Q,156.00,162.00,154.00,158.05,155.50,156.60,294,161453,25445191.00,
537800,MANGALAM IND,X ,Q,1.12,1.22,1.12,1.22,1.22,1.17,6,4500,5078.00,
537820,VFL         ,T ,Q,5.93,5.93,5.93,5.93,5.93,6.24,18,7403,43899.00,
537839,PHOENIX TN  ,X ,Q,15.85,15.90,15.00,15.55,15.80,15.50,8,16580,261154.00,
537840,RAUNAQEPC   ,X ,Q,139.50,139.50,125.65,126.80,126.10,129.00,7,626,83283.00,
537954,SKP         ,T ,Q,13.64,13.64,13.64,13.64,13.64,13.64,13,742,10120.00,
538019,OBI LTD     ,T ,Q,163.85,163.85,157.20,159.65,162.45,163.85,54,1433,229381.00,
538057,CPSE ETF    ,B ,Q,27.70,27.90,27.25,27.76,27.76,27.85,128,75454,2093932.00,
538081,HARIA APL   ,X ,Q,3.99,3.99,3.85,3.85,3.85,3.90,4,518,2045.00,
538092,JOONKTOLLEE ,X ,Q,172.90,172.90,163.35,163.35,163.35,171.90,21,356,61059.00,
538128,WOMENS NEXT ,M ,Q,61.05,62.25,61.05,62.15,62.15,63.65,6,14000,863900.00,
538212,SHARP INV   ,SS,Q,0.95,0.95,0.95,0.95,0.95,0.95,8,2751,2613.00,
538268,WONDERLA    ,B ,Q,341.90,345.35,341.65,342.65,345.25,343.55,102,1747,600773.00,
538365,ADHUNIKIND  ,B ,Q,68.50,73.00,68.50,72.65,73.00,72.10,16,3347,237670.00,
538422,JACKSON     ,XT,Q,2.59,2.59,2.59,2.59,2.59,2.64,2,11,28.00,
538423,ALPS MOTOR  ,SS,Q,14.00,14.00,14.00,14.00,14.00,14.25,20,1637,22918.00,
538446,DHANUKACOM  ,M ,Q,6.75,6.85,6.50,6.50,6.50,6.75,6,80000,537500.00,
538464,TPROJECT    ,XT,Q,35.00,35.00,34.50,34.50,34.50,35.00,16,7000,243450.00,
538476,CTL         ,X ,Q,4.22,4.50,4.22,4.36,4.40,4.44,89,226232,1010507.00,
538521,CROWNTOURS  ,XT,Q,11.00,11.00,11.00,11.00,11.00,11.00,1,826,9086.00,
538539,JTAPARIA    ,X ,Q,11.00,11.13,10.39,11.00,11.01,10.93,180,26415,291947.00,
538546,BANSAL ROOF ,M ,Q,60.00,60.00,60.00,60.00,60.00,59.95,1,3000,180000.00,
538547,OASIS       ,B ,Q,101.50,110.70,96.55,110.45,110.45,100.65,405,435296,47842665.00,
538557,SAIBABA     ,X ,Q,13.63,13.63,13.63,13.63,13.63,13.63,2,100,1363.00,
538562,SKIPPER     ,B ,Q,228.90,232.85,226.30,229.10,229.10,233.30,176,20621,4756884.00,
538564,JAMESWARREN ,X ,Q,144.95,144.95,131.00,134.90,134.90,131.10,8,607,79534.00,
538566,BESTSTEEL   ,X ,Q,136.35,139.50,136.00,137.00,137.00,137.35,70,26092,3601836.00,
538567,GULFOIL LUB ,B ,Q,929.20,940.00,922.00,930.95,932.00,919.65,52,328,306065.00,
538570,ACHAL       ,XT,Q,1.60,1.60,1.46,1.60,1.60,1.53,7,5315,8433.00,
538595,GLOSTER     ,X ,Q,650.00,659.90,640.00,640.55,640.55,658.15,66,1870,1203426.00,
538597,TTIENT      ,XT,Q,1.10,1.10,1.10,1.10,1.10,1.05,4,10064,11070.00,
538598,VISHAL      ,B ,Q,660.00,665.00,660.00,663.25,662.00,665.00,144,68528,45560480.00,
538607,TOYAMIND    ,XT,Q,3.70,3.92,3.60,3.79,3.87,3.78,63,127948,466128.00,
538635,SNOWMAN     ,B ,Q,47.00,47.90,46.70,47.10,47.10,47.00,254,59250,2800925.00,
538653,EML         ,SS,Q,41.65,41.65,41.65,41.65,41.65,42.50,6,209,8704.00,
538666,SHARDACROP  ,A ,Q,376.45,376.50,369.05,373.40,373.95,372.20,62,1427,533200.00,
538668,NAYSAA      ,M ,Q,33.50,33.50,25.40,26.65,27.90,31.75,5,52000,1440800.00,
538674,CITYONLINE  ,Z ,Q,5.95,5.95,5.95,5.95,5.95,6.26,2,200,1190.00,
538683,RELSENSEX   ,B ,Q,345.00,345.00,344.45,344.45,344.45,342.37,2,684,235925.00,
538685,SHEMAROO    ,B ,Q,486.00,501.05,485.00,491.35,498.00,492.70,45,462,227104.00,
538706,ULTRACAB    ,B ,Q,83.75,89.95,83.55,85.50,85.50,83.55,43,6260,538885.00,
538707,RCCL        ,X ,Q,42.00,42.95,38.50,41.70,41.50,38.00,14,1070,43576.00,
538708,ETIL        ,X ,Q,10.14,10.14,10.14,10.14,10.14,10.14,5,22698,230157.00,
538713,ATISHAY     ,B ,Q,97.00,97.00,94.55,94.60,94.60,99.10,10,1028,98601.00,
538715,DHABRIYA    ,T ,Q,132.00,139.95,132.00,139.95,139.95,137.00,2,150,20595.00,
538730,PDSMFL      ,B ,Q,299.00,299.00,296.00,298.20,296.00,297.00,24,1292,384597.00,
538731,POWERGYM    ,M ,Q,6.95,7.27,6.93,7.05,7.27,7.25,3,12000,84600.00,
538733,STARLIT     ,B ,Q,20.45,20.45,19.20,20.25,20.25,18.70,11,80,1576.00,
538734,CEINSYSTECH ,B ,Q,180.00,199.50,180.00,199.50,199.50,177.70,3,2711,516330.00,
538742,PANACHE     ,X ,Q,33.05,33.05,33.05,33.05,33.05,31.50,1,50,1652.00,
538770,CRANE INFRA ,X ,Q,6.65,6.65,6.65,6.65,6.65,7.00,1,400,2660.00,
538771,PINCON      ,B ,Q,24.00,24.95,23.00,23.75,24.50,24.10,384,88305,2105865.00,
538772,NIYOGIN     ,B ,Q,104.55,104.55,104.55,104.55,104.55,106.65,6,1114,116468.00,
538787,GBFL        ,X ,Q,57.70,57.70,57.70,57.70,57.70,58.85,2,6,346.00,
538788,GILADAFINS  ,X ,Q,35.95,41.00,33.10,33.10,33.10,38.75,13,432,16317.00,
538794,JETINFRA    ,M ,Q,140.00,141.00,140.00,141.00,141.00,135.00,2,2000,281000.00,
538795,SAPPL       ,X ,Q,174.50,174.50,174.50,174.50,174.50,175.15,1,499,87075.00,
538812,AANCHALISP  ,B ,Q,17.70,17.70,16.50,17.05,17.20,17.10,23,9270,158413.00,
538817,CAPPIPES    ,M ,Q,41.00,44.00,41.00,44.00,44.00,49.50,2,3000,127500.00,
538834,MEL         ,X ,Q,10.15,10.97,10.15,10.60,10.55,10.65,49,136707,1451737.00,
538835,INTELLECT   ,A ,Q,170.00,173.10,169.20,172.45,171.40,170.85,1079,114726,19642478.00,
538836,MONTECARLO  ,B ,Q,501.00,501.00,480.00,488.20,481.00,507.65,129,1267,620930.00,
538837,JSTL        ,X ,Q,40.00,41.95,39.65,41.95,41.95,40.55,7,1747,71718.00,
538858,CAMSONBIO   ,X ,Q,15.40,16.05,15.40,16.00,15.60,15.40,22,4727,74223.00,
538860,PANAFIC     ,X ,Q,0.50,0.50,0.50,0.50,0.50,0.50,13,13878,6939.00,
538861,AMSONS      ,T ,Q,2.55,2.55,2.37,2.37,2.37,2.49,33,4869,11992.00,
538881,GALADAFIN   ,X ,Q,19.00,19.00,19.00,19.00,19.00,20.00,1,29,551.00,
538890,MKEXIM      ,X ,Q,8.15,8.15,7.39,7.39,7.39,7.77,3,2515,20111.00,
538891,SIPROJECTS  ,X ,Q,247.20,249.30,246.70,248.55,248.20,246.95,530,11108,2758570.00,
538896,KANCHI      ,XT,Q,222.05,230.00,220.50,220.70,223.50,232.10,126,7362,1636837.00,
538902,DHUN TEAIND ,B ,Q,282.00,286.25,281.05,284.05,285.70,284.70,26,3536,1005702.00,
538921,RAFL        ,M ,Q,41.05,41.05,41.05,41.05,41.05,45.60,1,2500,102625.00,
538922,COSYN       ,X ,Q,73.95,77.50,73.95,75.50,75.50,75.80,77,11559,873677.00,
538942,MERCANTILE  ,XT,Q,10.93,11.80,10.93,11.60,11.60,11.50,6,564,6180.00,
538961,GENUSPAPER  ,B ,Q,12.31,12.89,12.22,12.69,12.73,12.83,152,100506,1249911.00,
538962,MINDACORP   ,B ,Q,185.65,187.80,180.10,180.35,180.35,185.05,287,12754,2346067.00,
538963,PACT        ,SS,Q,3.40,3.57,3.40,3.56,3.57,3.42,19,16809,58510.00,
538965,CONCORD     ,X ,Q,25.00,25.00,25.00,25.00,25.00,25.20,10,533,13325.00,
538979,GRNLAM IND  ,B ,Q,1055.00,1155.20,1022.00,1048.85,1070.05,1057.50,29,305,316814.00,
538987,TALBROSENG  ,X ,Q,304.05,326.50,304.05,307.75,308.50,318.10,43,1228,379802.00,
538992,SAPL        ,X ,Q,139.95,154.75,129.10,143.95,143.95,143.40,43,2171,289931.00,
539006,PTCIL       ,X ,Q,556.00,580.00,556.00,576.65,580.00,575.00,7,20,11419.00,
