SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
539007,PINCONLIFE  ,XT,Q,6.02,6.02,6.02,6.02,6.02,6.02,104,113653,684191.00,
539009,GBLIL       ,X ,Q,22.05,22.05,21.00,21.00,21.00,21.00,79,537006,11278791.00,
539011,CHENFERRO   ,XT,Q,8.15,8.15,8.15,8.15,8.15,8.15,2,28,228.00,
539015,ORTEL       ,B ,Q,24.50,25.00,24.00,24.90,24.90,25.05,12,4176,103897.00,
539017,ASHFL       ,B ,Q,96.25,102.50,83.00,99.75,99.75,101.00,34,27235,2601205.00,
539018,BEEKAY      ,X ,Q,345.05,368.00,345.05,359.55,358.00,357.75,26,1723,625104.00,
539031,SETFBSE100  ,B ,Q,110.00,110.00,107.60,107.60,107.60,110.00,4,65,7030.00,
539032,FRASER      ,XT,Q,5.60,5.60,5.60,5.60,5.60,5.60,1,1,5.00,
539040,TTIL        ,X ,Q,5.50,6.36,5.50,6.36,6.36,5.50,4,351,2188.00,
539042,AGIIL       ,B ,Q,171.00,184.50,167.00,184.00,184.50,172.00,9,6038,1035938.00,
539043,BKMINDST    ,B ,Q,29.95,30.15,27.70,28.55,28.50,27.45,100,42253,1216520.00,
539044,MANAKSTELTD ,B ,Q,30.35,31.20,30.00,30.60,30.50,29.95,51,22819,696116.00,
539045,MNKALCOLTD  ,B ,Q,10.70,10.70,9.79,9.79,9.79,10.30,27,10308,101798.00,
539046,MNKCMILTD   ,B ,Q,15.05,15.15,14.20,14.50,14.50,15.05,63,11949,175590.00,
539056,ADLABS      ,B ,Q,49.50,51.50,47.40,47.60,47.70,49.75,253,34731,1672934.00,
539083,INOXWIND    ,A ,Q,116.75,116.90,114.10,115.30,114.10,116.75,307,78125,9107288.00,
539096,AANANDALAK  ,XT,Q,3.62,3.62,3.62,3.62,3.62,3.62,2,19,68.00,
539098,FILTRA      ,M ,Q,26.70,26.70,24.50,24.50,24.50,23.80,4,30000,784500.00,
539099,ATHCON      ,M ,Q,20.85,20.85,20.85,20.85,20.85,21.90,2,5000,104250.00,
539113,PML         ,X ,Q,5100.00,5300.00,4987.05,5033.00,5033.00,5124.65,80,259,1336170.00,
539118,VRLLOG      ,B ,Q,385.60,394.05,384.00,386.35,384.10,384.65,167,2828,1098647.00,
539122,BODHTREE    ,X ,Q,72.15,72.15,67.10,68.85,68.95,71.80,258,35871,2470435.00,
539123,VBIND       ,SS,Q,84.25,84.25,84.25,84.25,84.25,85.95,4,95000,8003750.00,
539125,LAYLA       ,XT,Q,1.89,1.92,1.89,1.89,1.89,1.89,8,12375,23698.00,
539126,MEP         ,B ,Q,79.00,80.95,78.30,78.85,78.85,79.65,516,64822,5140996.00,
539131,CLLIMITED   ,X ,Q,51.50,53.90,49.55,52.40,52.60,53.15,127,38370,1994998.00,
539132,VEGETABLE   ,X ,Q,3.26,4.00,3.26,3.80,3.80,3.82,80,32191,125710.00,
539141,UFO         ,B ,Q,389.50,396.05,383.55,386.00,385.00,396.15,89,2403,936206.00,
539143,SBCL        ,X ,Q,63.00,63.60,62.45,63.00,63.00,62.65,20,5050,317642.00,
539148,SHIVALIK    ,XT,Q,725.00,727.00,672.10,719.10,727.00,704.10,53,1494,1069514.00,
539150,PNCINFRA    ,B ,Q,153.20,156.90,153.20,156.40,156.90,155.35,400,14660,2281262.00,
539151,ARFIN       ,X ,Q,500.00,507.90,465.00,479.60,479.60,470.30,137,5910,2919749.00,
539169,FUNNY       ,T ,Q,6.82,6.82,6.82,6.82,6.82,6.82,4,1065,7263.00,
539175,INDRAIND    ,X ,Q,37.10,37.10,37.10,37.10,37.10,39.00,5,480,17808.00,
539176,HAWAENG     ,XT,Q,56.95,56.95,56.90,56.90,56.90,59.85,10,500,28450.00,
539177,AIIL        ,X ,Q,60.30,61.25,56.10,61.05,61.25,60.45,25,2669,158477.00,
539195,POEL        ,X ,Q,79.90,81.00,77.15,79.20,78.00,79.15,96,9636,766091.00,
539196,AEL         ,X ,Q,45.60,47.35,43.70,46.20,46.20,45.95,91,23711,1065093.00,
539207,MANPASAND   ,B ,Q,363.45,369.50,357.85,359.45,359.45,367.30,564,18226,6639716.00,
539216,JUNCTION    ,M ,Q,22.40,24.65,22.40,24.40,24.40,23.50,4,16000,384200.00,
539217,SRESTHA     ,X ,Q,12.20,13.00,11.97,12.34,12.34,12.60,186,102425,1242324.00,
539219,MUL         ,X ,Q,172.00,179.90,170.00,171.85,171.85,171.50,11,645,110847.00,
539220,MISHKA      ,B ,Q,29.50,29.50,29.50,29.50,29.50,30.00,3,30000,885000.00,
539225,JIYAECO     ,B ,Q,113.85,116.00,111.95,113.45,113.50,111.90,78,11552,1312068.00,
539226,RUDRA       ,B ,Q,190.00,195.00,185.00,187.50,189.75,192.00,21,8580,1623262.00,
539228,GGPL        ,B ,Q,391.75,394.30,391.75,394.00,394.00,390.80,2921,867088,340859308.00,
539229,MRSS        ,M ,Q,208.10,209.95,208.10,208.70,209.20,205.20,6,9600,2006820.00,
539251,BALKRISHNA  ,B ,Q,70.50,72.50,70.50,72.00,72.00,72.25,22,5322,380828.00,
539252,SCFL        ,B ,Q,10.45,10.45,9.85,9.91,9.85,10.05,15,5404,54588.00,
539254,ADANITRANS  ,A ,Q,185.00,203.70,184.55,194.30,194.30,186.15,2301,151987,29775685.00,
539255,STARDELTA   ,X ,Q,127.10,127.10,120.00,125.25,120.00,135.80,8,500,62633.00,
539268,SYNGENE     ,A ,Q,538.70,567.40,534.30,560.80,560.80,541.95,694,10981,6106450.00,
539274,BLFL        ,X ,Q,10.55,10.97,9.94,10.83,10.83,10.45,130,142181,1534852.00,
539275,MSL         ,M ,Q,105.95,105.95,100.05,101.00,105.50,104.00,10,15000,1544325.00,
539276,KAYA        ,B ,Q,992.90,1004.00,989.00,995.80,995.00,994.55,108,1194,1189994.00,
539278,SYMBIOX     ,ST,Q,0.98,1.00,0.98,1.00,1.00,1.03,9,1690,1686.00,
539287,ORTINLAABS  ,B ,Q,18.55,19.35,18.05,18.55,18.55,19.00,49,7597,140802.00,
539289,MJCO        ,B ,Q,472.00,483.00,458.30,469.80,469.80,483.80,458,7774,3647205.00,
539290,BINDALAGRO  ,B ,Q,28.40,28.50,27.70,27.85,28.00,28.80,67,24324,684595.00,
539291,OZONEWORLD  ,X ,Q,31.00,31.00,30.50,30.95,30.95,31.00,4,6001,184030.00,
539300,AKSPINTEX   ,X ,Q,37.95,37.95,37.95,37.95,37.95,39.90,1,200,7590.00,
539301,ARVSMART    ,B ,Q,177.50,180.00,173.00,176.70,179.45,179.00,106,5988,1053004.00,
539302,POWERMECH   ,B ,Q,852.35,864.00,848.25,859.95,859.95,852.35,15,583,501199.00,
539309,RAMASTEEL   ,T ,Q,194.00,197.00,187.00,191.65,197.00,193.85,53,1540,292705.00,
539311,NFIL        ,XT,Q,14.30,14.30,14.29,14.29,14.29,14.38,4,8100,115814.00,
539313,UTINIFTETF  ,B ,Q,1040.10,1040.10,1040.10,1040.10,1040.10,1046.25,3,30,31203.00,
539331,VETO        ,B ,Q,193.70,195.00,192.90,194.70,194.75,195.00,214,8253,1603041.00,
539332,NAVKARCORP  ,A ,Q,151.65,156.15,151.65,152.65,152.65,154.35,347,36760,5665814.00,
539333,PENPEBS     ,B ,Q,82.35,83.75,81.00,81.40,81.00,81.60,39,20895,1729077.00,
539334,SHREEPUSHK  ,B ,Q,228.35,229.80,216.50,224.25,224.25,231.85,1140,84457,18774953.00,
539336,GUJGAS      ,A ,Q,844.00,844.00,828.00,831.70,828.00,828.90,156,2351,1965285.00,
539346,SADBHIN     ,B ,Q,128.00,130.00,125.20,125.95,125.50,128.65,139,23903,3056435.00,
539351,PRABHAT     ,B ,Q,154.75,162.10,154.75,156.90,157.20,157.75,102,3126,494521.00,
539354,POLYSPIN    ,X ,Q,116.25,116.25,115.90,116.05,116.05,121.90,5,214,24860.00,
539359,PRITIKAUTO  ,XT,Q,184.80,184.80,175.60,182.05,183.85,184.80,87,10901,1958956.00,
539363,SKC         ,M ,Q,133.00,139.90,118.80,138.10,139.90,122.45,34,39000,4883800.00,
539384,KRISHNACAP  ,XT,Q,9.50,9.50,9.50,9.50,9.50,9.50,1,100,950.00,
539391,ACME        ,X ,Q,21.95,22.00,20.15,21.95,20.25,21.20,8,110,2405.00,
539399,BELLACASA   ,B ,Q,196.00,196.00,162.25,195.00,195.00,200.00,7,141,27036.00,
539400,MALLCOM     ,X ,Q,289.00,289.00,277.00,284.00,284.00,289.45,11,482,133897.00,
539401,PJL         ,M ,Q,85.50,85.50,84.00,84.50,84.00,85.50,6,15000,1273500.00,
539404,SATIN       ,B ,Q,380.00,380.00,372.20,377.05,375.00,380.20,163,4285,1616734.00,
539407,GENCON      ,X ,Q,246.50,246.50,241.70,242.55,243.00,243.20,90,16970,4116999.00,
539408,KUBERJI     ,XT,Q,4.15,4.15,4.11,4.11,4.11,3.98,3,3100,12745.00,
539410,SIENERGY    ,XT,Q,9.40,9.40,8.75,9.35,9.35,9.01,26,9915,92130.00,
539428,TEJNAKSH    ,M ,Q,438.00,438.00,438.00,438.00,438.00,458.00,1,400,175200.00,
539436,COFFEEDAY   ,B ,Q,302.95,315.00,302.95,309.15,312.95,306.75,228,82525,25510154.00,
539437,IDFCBANK    ,A ,Q,49.50,50.00,49.05,49.20,49.20,49.40,1168,503465,24930518.00,
539448,INDIGO      ,A ,Q,1194.00,1250.95,1193.00,1242.65,1243.55,1214.55,2742,52580,64620725.00,
539450,SHK         ,B ,Q,244.60,251.25,243.25,245.75,250.30,245.75,363,8433,2082814.00,
539455,DASL        ,XT,Q,25.50,25.50,25.40,25.40,25.40,25.80,5,1015,25882.00,
539470,SHREEGANES  ,X ,Q,380.00,380.00,380.00,380.00,380.00,381.00,1,20,7600.00,
539479,GTV         ,X ,Q,32.55,32.55,32.55,32.55,32.55,31.65,1,2,65.00,
539516,HDFCNIFETF  ,B ,Q,1039.31,1070.00,1035.00,1035.00,1035.00,1043.00,3,4,4183.00,
539517,SXETF       ,B ,Q,3421.00,3423.00,3420.00,3421.50,3421.50,3418.00,92,6000,20527638.00,
539518,UDAYJEW     ,X ,Q,48.50,50.25,47.00,48.00,48.00,49.00,79,133615,6497055.00,
539520,SHAILJA     ,XT,Q,12.00,12.15,11.90,12.15,12.15,12.09,11,172,2081.00,
539523,ALKEM       ,A ,Q,2119.40,2137.15,2090.00,2106.55,2106.55,2137.25,113,522,1103918.00,
539524,LALPATHLAB  ,A ,Q,874.15,884.05,850.00,870.55,872.00,877.70,141,1390,1207578.00,
539528,AAYUSH      ,X ,Q,55.10,55.10,53.55,54.00,54.00,55.10,8,374,20209.00,
539542,LUXIND      ,B ,Q,1765.00,1805.95,1702.15,1709.15,1709.15,1774.65,312,7219,12687323.00,
539544,ABHIINFRA   ,XT,Q,2.35,2.35,2.35,2.35,2.35,2.37,4,6000,14100.00,
539546,BNL         ,SS,Q,14.85,14.85,14.85,14.85,14.85,14.15,3,710,10543.00,
539551,NH          ,B ,Q,290.00,296.00,288.70,291.85,295.00,294.25,79,1844,540297.00,
539570,OFSTECH     ,M ,Q,15.80,15.80,15.80,15.80,15.80,15.80,1,6000,94800.00,
539595,NATECO      ,X ,Q,90.20,90.70,89.85,90.55,90.70,90.25,332,82002,7408639.00,
539597,JSLHISAR    ,B ,Q,175.00,182.50,173.70,176.25,176.25,177.40,773,45169,8001698.00,
539598,ORACLECR    ,XT,Q,12.50,12.50,12.50,12.50,12.50,13.00,6,4000,50000.00,
539599,KEL         ,X ,Q,16.00,16.00,15.85,15.85,15.85,16.00,2,1600,25375.00,
539620,AINFRA      ,XT,Q,112.30,112.30,112.30,112.30,112.30,112.30,10,223,25042.00,
539636,PRECAM      ,B ,Q,95.95,98.65,95.80,96.70,97.50,97.20,119,13798,1342107.00,
539658,TEAMLEASE   ,B ,Q,2090.00,2130.00,2080.45,2110.95,2130.00,2093.80,339,50978,107059536.00,
539659,VIDLI       ,M ,Q,83.00,83.00,83.00,83.00,83.00,84.00,1,47000,3901000.00,
539678,QUICKHEAL   ,B ,Q,280.20,290.90,277.00,283.40,283.40,282.00,1227,65472,18603965.00,
539679,KAPILRAJ    ,X ,Q,21.70,21.70,21.55,21.65,21.65,21.30,370,195814,4236093.00,
539682,SESL        ,MT,Q,9.05,9.05,9.05,9.05,9.05,8.62,1,10000,90500.00,
539693,ALORA       ,X ,Q,4.75,4.75,4.75,4.75,4.75,4.75,2,1020,4845.00,
539724,HYPERSOFT   ,X ,Q,8.01,8.89,7.29,7.40,7.60,8.10,76,8456,63470.00,
539725,GOKULAGRO   ,B ,Q,21.90,21.90,21.00,21.55,21.55,21.75,25,3515,75033.00,
539742,SIMBHALS    ,B ,Q,14.36,15.25,14.36,15.18,15.25,14.95,52,15288,227356.00,
539770,DARJEELING  ,XT,Q,12.62,12.62,11.90,11.90,11.90,12.35,6,247000,2943720.00,
539773,ADVIKCA     ,X ,Q,4.10,4.10,3.56,3.77,3.85,3.86,75,55438,212816.00,
539785,PDMJEPAPER  ,B ,Q,25.45,26.00,24.90,25.05,24.90,25.50,53,12911,326999.00,
539787,HCG         ,B ,Q,298.35,304.80,295.00,304.50,304.80,300.80,70,1910,581062.00,
539798,UMIYA       ,M ,Q,90.30,91.75,90.10,91.00,91.00,100.25,8,45000,4094250.00,
539799,BHARATWIRE  ,B ,Q,110.00,113.50,109.05,111.80,111.70,110.40,104,5037,561308.00,
539807,INFIBEAM    ,A ,Q,150.10,150.95,148.15,149.50,150.80,148.40,596,721967,107779361.00,
539839,FRANKLIN    ,M ,Q,30.05,41.25,29.85,29.85,29.85,37.25,32,424000,13588800.00,
539843,NINSYS      ,M ,Q,19.00,19.00,19.00,19.00,19.00,19.00,1,5000,95000.00,
539844,EQUITAS     ,A ,Q,139.40,140.80,137.30,140.20,140.20,140.60,557,59512,8342413.00,
539861,SKIL        ,T ,Q,26.85,29.45,26.85,29.45,29.45,28.05,6,5986,161921.00,
539871,THYROCARE   ,B ,Q,599.00,609.00,596.05,598.20,601.25,600.80,60,604,363089.00,
539872,BAJAJHCARE  ,M ,Q,390.00,390.00,390.00,390.00,390.00,390.00,1,6000,2340000.00,
539874,UJJIVAN     ,A ,Q,338.90,345.25,335.20,343.05,342.05,339.50,568,69045,23683235.00,
539876,CROMPTON    ,A ,Q,218.55,226.50,218.15,223.25,223.25,219.80,611,22234,4964115.00,
539883,PILANIINVS  ,T ,Q,2682.10,2701.00,2682.00,2701.00,2701.00,2696.10,19,1662,4487660.00,
539889,PARAGMILK   ,A ,Q,266.50,266.50,259.10,260.70,259.10,263.60,500,44695,11776134.00,
539917,NAGARFERT   ,B ,Q,16.25,16.70,16.15,16.45,16.50,16.65,239,72239,1192459.00,
539939,YASHCHEM    ,M ,Q,74.05,76.25,74.05,75.25,75.25,74.25,5,18750,1410562.00,
539940,MAXVIL      ,B ,Q,68.75,69.90,68.25,68.55,68.25,68.80,93,27780,1913478.00,
539945,NV20IWIN    ,B ,Q,46.42,46.42,46.42,46.42,46.42,47.12,1,2,92.00,
539956,TAALENT     ,X ,Q,148.35,151.95,146.00,150.95,150.95,151.50,13,219,32684.00,
539957,MGL         ,A ,Q,971.65,985.25,959.40,976.95,982.15,976.95,796,12327,12008143.00,
539962,QFSL        ,ST,Q,0.24,0.24,0.24,0.24,0.24,0.25,15,99950,23988.00,
539978,QUESS       ,B ,Q,1035.20,1049.50,1025.00,1046.75,1049.50,1045.90,391,2759,2878389.00,
539979,DIGJAMLTD   ,B ,Q,10.08,10.34,9.93,9.93,9.94,10.45,234,128107,1282293.00,
539980,MIDCAPIWIN  ,B ,Q,69.53,70.16,69.53,70.16,70.16,69.53,3,207,14396.00,
539981,MAXINDIA    ,A ,Q,89.85,90.20,89.00,89.50,89.40,90.65,94,4287,384627.00,
539982,ASYL        ,M ,Q,28.85,28.85,28.85,28.85,28.85,27.50,2,11500,331775.00,
539984,HUIL        ,X ,Q,980.10,1048.95,950.00,954.65,1048.95,1000.00,10,45,43234.00,
539992,LLOYDSTEEL  ,T ,Q,1.35,1.40,1.35,1.40,1.40,1.38,164,227402,313332.00,
539997,KPL         ,MT,Q,49.65,49.65,49.65,49.65,49.65,49.65,1,21000,1042650.00,
540005,LTI         ,A ,Q,1298.00,1338.00,1270.00,1334.10,1334.10,1293.40,1737,24696,32401563.00,
540006,BULL        ,X ,Q,82.90,82.90,82.90,82.90,82.90,82.90,6,812,67314.00,
540023,MIENT       ,X ,Q,31.65,31.65,30.00,31.50,31.50,28.85,696,249511,7789526.00,
540024,ASHARI      ,X ,Q,54.15,56.20,54.15,55.35,55.05,55.60,1939,24402,1348171.00,
540025,ADVENZYMES  ,A ,Q,221.00,223.10,217.05,218.30,218.00,220.65,635,37575,8276910.00,
540027,PTIL        ,M ,Q,230.50,230.50,219.25,219.25,219.25,230.75,10,22500,4953225.00,
540047,DBL         ,A ,Q,969.00,971.85,956.00,963.45,963.45,969.25,1063,16844,16244599.00,
540048,SPAL        ,B ,Q,336.00,350.75,330.60,346.55,346.90,333.70,4830,21758,7507737.00,
540061,BIGBLOC     ,B ,Q,166.00,167.50,164.00,164.60,164.80,168.30,97,25359,4203920.00,
540064,FRETAIL     ,A ,Q,539.00,544.95,530.05,535.95,535.95,527.00,1438,35710,19144098.00,
540065,RBLBANK     ,A ,Q,462.75,469.30,460.90,466.25,466.00,463.40,522,35838,16744622.00,
540071,CAMSONSEEDS ,XT,Q,23.60,25.25,23.55,24.00,24.00,24.75,70,25637,620860.00,
540072,SHIVAEXPO   ,M ,Q,16.50,16.50,15.75,15.75,15.75,16.50,2,20000,322500.00,
540073,BLS         ,B ,Q,137.55,138.85,135.80,136.90,136.90,138.15,339,24329,3342754.00,
540080,NARAYANI    ,M ,Q,52.00,52.00,52.00,52.00,52.00,54.75,1,4000,208000.00,
540081,GOVNOW      ,T ,Q,9.65,9.80,9.65,9.80,9.80,10.14,2,72,705.00,
540082,RSTL        ,M ,Q,41.55,46.00,41.55,46.00,46.00,51.90,2,21000,952650.00,
540083,TVVISION    ,B ,Q,15.55,15.55,15.00,15.00,15.15,15.75,87,18103,274795.00,
540097,VISCO       ,XT,Q,14.95,14.95,14.25,14.30,14.30,14.25,5,17010,243197.00,
540108,TAHL        ,X ,Q,7.75,7.75,7.75,7.75,7.75,7.90,13,35113,272125.00,
540115,LTTS        ,A ,Q,1168.00,1181.75,1151.00,1156.40,1153.05,1167.35,662,7828,9111610.00,
540124,GNA         ,B ,Q,419.50,428.00,418.70,427.10,428.00,428.25,166,2869,1213666.00,
540125,RADHIKAJWE  ,M ,Q,25.10,25.10,23.80,25.00,25.00,25.00,6,11200,277920.00,
540133,ICICIPRULI  ,B ,Q,373.00,374.35,368.40,371.50,371.50,372.30,795,38770,14417593.00,
540134,IISL        ,X ,Q,18.40,18.70,18.35,18.55,18.50,18.75,152,18488,344092.00,
540135,ARCFIN      ,XT,Q,4.14,4.14,4.14,4.14,4.14,4.22,1,50,207.00,
540136,HPL         ,B ,Q,122.90,126.50,122.00,122.75,122.00,124.75,122,5821,723287.00,
540143,SAGARSOFT   ,X ,Q,83.50,86.00,80.00,82.20,82.20,82.30,47,5958,484166.00,
540144,DRA         ,M ,Q,28.95,28.95,26.10,26.20,26.20,28.00,4,22500,618375.00,
540145,VALIANTORG  ,M ,Q,785.00,795.00,785.00,795.00,795.00,821.00,3,900,711300.00,
540146,ACML        ,M ,Q,189.30,189.30,178.55,178.60,178.60,198.35,12,118000,22030700.00,
540147,SHASHIJIT   ,M ,Q,36.90,36.90,31.05,32.00,32.00,31.95,3,12000,399800.00,
540148,BINDALEXPO  ,M ,Q,15.70,15.70,15.70,15.70,15.70,15.50,1,16000,251200.00,
540151,DIKSAT      ,M ,Q,62.25,70.20,62.25,70.20,70.20,62.25,12,291000,18566550.00,
540152,IGRL        ,M ,Q,12.05,12.05,11.65,11.65,11.65,11.85,3,12000,141400.00,
540153,ENDURANCE   ,B ,Q,1189.15,1216.55,1179.10,1203.00,1216.55,1198.55,201,1875,2249130.00,
540173,PNBHOUSING  ,A ,Q,1120.85,1146.30,1113.05,1135.20,1125.05,1123.70,670,9036,10189868.00,
540175,REGENCY     ,XT,Q,38.75,38.75,37.05,37.05,37.05,38.95,82,9118,343923.00,
540180,VBL         ,B ,Q,611.85,617.70,606.55,608.15,609.00,611.95,81,1437,879430.00,
540192,LKPSEC      ,X ,Q,21.75,21.75,20.00,20.55,20.80,20.20,158,71943,1494591.00,
540203,SFL         ,B ,Q,1485.00,1497.00,1485.00,1485.00,1485.00,1481.65,4,24,35686.00,
540204,NIDL        ,XT,Q,46.55,48.00,46.55,48.00,48.00,48.95,2,5060,242793.00,
540210,TMRVL       ,B ,Q,114.40,115.00,110.10,113.20,115.00,115.60,154,58660,6629128.00,
540212,TCIEXP      ,B ,Q,452.20,475.00,445.50,451.95,451.95,452.20,48,959,439840.00,
540222,LAURUSLABS  ,A ,Q,520.05,521.50,513.10,514.05,514.05,523.80,268,7840,4045744.00,
540243,NEWLIGHT    ,XT,Q,28.30,28.90,28.30,28.80,28.90,28.25,176,6822,194788.00,
540252,VOL         ,M ,Q,47.00,47.00,45.60,45.60,45.60,48.00,7,70500,3311400.00,
540259,SHANGAR     ,XT,Q,12.50,12.50,12.50,12.50,12.50,12.96,1,1,12.00,
540267,FLORACORP   ,XT,Q,10.58,10.58,10.58,10.58,10.58,10.79,7,2441,25825.00,
540293,PRICOLLTD   ,B ,Q,89.50,89.50,84.90,85.60,85.60,85.95,176,22091,1897595.00,
540311,JITFINFRA   ,T ,Q,36.30,37.65,36.20,36.45,36.50,37.65,27,4172,152066.00,
540358,RMC         ,M ,Q,67.00,67.00,67.00,67.00,67.00,70.90,1,4000,268000.00,
540359,PARMAX      ,XT,Q,18.00,18.35,18.00,18.35,18.35,17.50,2,110,1983.00,
540361,DANUBE      ,XT,Q,3.48,3.48,3.48,3.48,3.48,3.48,1,78,271.00,
540366,RADIOCITY   ,B ,Q,366.45,384.45,366.45,376.30,376.30,362.35,69,383,143108.00,
540376,DMART       ,A ,Q,1338.00,1354.05,1285.95,1348.75,1348.75,1343.30,5874,161873,215335098.00,
540394,JDML        ,MT,Q,36.50,36.50,34.00,34.00,34.00,35.00,5,102000,3537000.00,
540403,CLEDUCATE   ,B ,Q,190.00,198.85,189.15,194.75,194.10,192.05,45,1409,272805.00,
540404,PRIME       ,M ,Q,185.80,185.80,185.80,185.80,185.80,186.05,3,3000,557400.00,
540405,OCEANIC     ,M ,Q,138.00,138.00,138.00,138.00,138.00,135.50,1,1000,138000.00,
540425,SHANKARA    ,B ,Q,1685.05,1714.00,1663.25,1703.80,1703.80,1702.25,396,4877,8273147.00,
540426,RELSTRUCT   ,M ,Q,34.00,34.00,33.10,33.10,33.10,34.10,2,6000,201300.00,
540469,IPRU2933    ,B ,Q,11.00,11.00,9.36,9.36,9.36,10.00,11,1656,17201.00,
540492,PGL         ,M ,Q,16.85,16.85,16.85,16.85,16.85,15.25,1,10000,168500.00,
540497,SCHAND      ,B ,Q,409.00,412.50,402.70,403.45,403.45,410.90,150,4331,1765838.00,
540519,MEERA       ,M ,Q,205.00,207.00,195.90,195.90,195.90,206.20,16,16000,3207100.00,
540526,IRBINVIT    ,IF,Q,77.00,78.00,76.99,78.00,78.00,76.04,31,1050000,81563550.00,
540530,HUDCO       ,B ,Q,67.55,68.30,66.85,67.00,67.00,67.80,2307,309622,20910151.00,
540544,PSPPROJECT  ,B ,Q,472.30,490.00,470.00,473.70,472.00,468.80,48,1567,748634.00,
540545,BGJL        ,M ,Q,19.00,21.95,19.00,21.95,21.95,18.50,5,72000,1385700.00,
540550,YUG         ,M ,Q,29.00,29.00,29.00,29.00,29.00,31.00,1,4000,116000.00,
540565,INDIGRID    ,IF,Q,93.50,93.50,93.50,93.50,93.50,93.50,4,20412,1908522.00,
540575,STARCEMENT  ,B ,Q,113.00,115.00,108.80,113.90,114.00,113.90,174,16801,1895174.00,
540590,RIDDHICORP  ,M ,Q,201.00,224.00,201.00,212.50,224.00,207.00,2,2000,425000.00,
540593,HEOF1126RG  ,B ,Q,9.16,9.30,9.07,9.23,9.30,9.38,17,21037,193065.00,
540594,HEOF1126RD  ,B ,Q,9.00,9.00,9.00,9.00,9.00,9.01,2,27,243.00,
540595,TEJASNET    ,B ,Q,362.50,368.00,358.80,363.60,362.30,365.00,195,4711,1716021.00,
540596,ERIS        ,B ,Q,802.00,822.00,777.05,815.00,816.00,808.45,312,37069,30188617.00,
540602,GTPL        ,B ,Q,136.90,137.75,135.10,136.40,136.00,136.65,50,1816,247633.00,
540611,AUBANK      ,B ,Q,575.00,584.00,569.65,579.90,579.90,581.30,621,12472,7183918.00,
540613,GEL         ,M ,Q,49.05,52.05,49.05,52.05,52.05,53.00,3,15000,744750.00,
540614,GGENG       ,M ,Q,52.00,52.00,52.00,52.00,52.00,58.00,1,3000,156000.00,
540615,7NR         ,M ,Q,27.00,27.00,27.00,27.00,27.00,27.10,2,160000,4320000.00,
540616,ARTEMIS     ,B ,Q,99.00,102.00,99.00,100.00,100.00,100.80,3,180,17980.00,
540621,BHAGYAPROP  ,B ,Q,19.25,19.25,19.05,19.05,19.05,20.15,2,100,1915.00,
540636,HEOF1100RG  ,B ,Q,9.00,9.00,9.00,9.00,9.00,9.00,1,490,4410.00,
540642,SALASAR     ,B ,Q,320.85,324.80,311.00,320.60,324.80,322.20,93,3417,1087051.00,
540648,PALASHSEC   ,B ,Q,56.70,57.20,56.70,57.20,57.20,59.65,3,959,54760.00,
540649,AVADHSUGAR  ,B ,Q,483.80,501.70,470.00,482.70,482.70,483.80,399,6243,3022591.00,
540650,MAGADHSUGAR ,B ,Q,126.90,133.90,125.25,128.05,129.30,125.30,57,12824,1636660.00,
540651,JIGAR       ,M ,Q,37.15,37.15,37.15,37.15,37.15,37.00,1,4000,148600.00,
540652,CTCL        ,M ,Q,59.00,59.00,51.80,51.80,51.80,56.00,6,36000,1989450.00,
540653,SINTEXPLAST ,B ,Q,60.50,61.00,60.00,60.20,60.20,60.75,1676,473987,28631065.00,
540673,SIS         ,B ,Q,1079.00,1086.25,1076.00,1083.85,1084.00,1076.00,18,73731,79710600.00,
540678,COCHINSHIP  ,B ,Q,504.00,508.15,501.70,504.10,507.50,503.30,348,7258,3659045.00,
540679,SMSLIFE     ,B ,Q,377.50,385.00,377.05,385.00,385.00,385.40,5,147,55550.00,
540680,KIOCL       ,B ,Q,209.00,213.70,200.05,202.20,201.05,215.10,190,7222,1493243.00,
540686,SMRUTHIORG  ,X ,Q,101.50,103.00,101.50,102.00,102.00,101.10,5,2260,231420.00,
540691,ABCAPITAL   ,B ,Q,146.75,148.90,145.00,146.40,146.40,146.70,3071,676195,99472176.00,
540692,APEX        ,B ,Q,642.00,657.30,638.95,644.25,644.60,643.55,743,22246,14397577.00,
540693,SHISHIND    ,M ,Q,33.30,33.30,33.30,33.30,33.30,34.30,3,16000,532800.00,
540694,ANG         ,M ,Q,58.50,58.50,58.50,58.50,58.50,60.35,1,1600,93600.00,
540699,DIXON       ,B ,Q,3385.05,3402.60,3297.00,3307.00,3298.00,3389.00,2131,5830,19534955.00,
540700,BRNL        ,B ,Q,183.00,183.50,174.20,182.65,182.75,183.30,65,1942,352456.00,
540701,DCAL        ,B ,Q,309.00,312.35,307.10,309.20,311.00,309.95,236,6449,1996235.00,
540702,LASA        ,B ,Q,98.95,104.00,95.70,97.10,97.75,100.70,467,50419,5034637.00,
540703,PROVESTSER  ,X ,Q,9.17,10.13,9.17,10.08,10.09,9.65,18,10337,101827.00,
540704,MATRIMONY   ,B ,Q,832.50,832.50,800.00,806.35,800.00,854.00,81,620,508729.00,
